Florida,Tulostoma,berkeleyi,4
Florida,Tylopilus,griseocarneus,4
Florida,Tylopilus,minor,4
Florida,Tyromyces,chioneus,4
Florida,Volvopluteus,gloiocephalus,4
Florida,Xylobolus,frustulatum,4
Florida,Xylobolus,insigne,4
Florida,Zelleromyces,ravenelii,4
Florida,Abortiporus,biennis,3
Florida,Agaricus,alachuanus,3
Florida,Agaricus,subalachuanus,3
Florida,Agaricus,xanthodermus,3
Florida,Alessioporus,rubriflavus,3
Florida,Amanita,abrupta,3
Florida,Amanita,arenicola,3
Florida,Amanita,cylindrispora,3
Florida,Amanita,flavorubescens,3
Florida,Amanita,malodora,3
Florida,Amanita,roanokensis,3
Florida,Amanita,subrecutitus,3
Florida,Amanita,tenuifolius,3
Florida,Antrodia,albida,3
Florida,Atheliachaete,petersii,3
Florida,Auricularia,fuscosuccinea,3
Florida,Auricularia,nigrescens,3
Florida,Auricularia,polytricha,3
Florida,Bjerkandera,adusta,3
Florida,Bolbitius,coprophilus,3
Florida,Boletus,pallidus,3
Florida,Bovista,pusillum,3
Florida,Bovista,sempervirentium,3
Florida,Calvatia,bicolor,3
Florida,Cantharellus,texensis,3
Florida,Chaetocalathus,liliputianus,3
Florida,Chrysomphalina,chrysophylla,3
Florida,Cinereomyces,lindbladii,3
Florida,Clavulina,coralloides,3
Florida,Clavulinopsis,laeticolor,3
Florida,Conocybe,caespitosa,3
Florida,Coprinellus,floridanus,3
Florida,Coprinus,ebulbosus,3
Florida,Cortinarius,citriniceps,3
Florida,Craterellus,cornucopioides,3
Florida,Daedalea,ambigua,3
Florida,Dichostereum,pallescens,3
Florida,Disciseda,subterranea,3
Florida,Earliella,scabrosa,3
Florida,Entoloma,floridanum,3
Florida,Entoloma,vernum,3
Florida,Erastia,salmonicolor,3
Florida,Erythricium,salmonicolor,3
Florida,Exidiopsis,effusa,3
Florida,Fistulinella,gloeocarpa,3
Florida,Fomitella,hemileucus,3
Florida,Fuscocerrena,portoricensis,3
Florida,Ganoderma,lucidum,3
Florida,Geastrum,fimbriatum,3
Florida,Gerronema,subchrysophylla,3
Florida,Gyroporus,subalbellus,3
Florida,Haplotrichum,laevisporus,3
Florida,Hebeloma,crustuliniforme,3
Florida,Hydnellum,aurantiacum,3
Florida,Hydnum,subcarnaceum,3
Florida,Hygrophoropsis,aurantiaca,3
Florida,Hygrophorus,russuliformis,3
Florida,Hymenochaetopsis,corrugata,3
Florida,Hymenopellis,furfuracea,3
Florida,Hyphoderma,setigera,3
Florida,Hyphoderma,setigerum,3
Florida,Hyphodontia,granulosa,3
Florida,Inocybe,nucleata,3
Florida,Inonotus,micantissimus,3
Florida,Lactarius,alachuanus,3
Florida,Lactarius,deceptivus,3
Florida,Lactarius,maculatipes,3
Florida,Lactarius,nonlactifluus,3
Florida,Lactarius,praeserifluus,3
Florida,Lactarius,proximellus,3
Florida,Lactarius,subdulcis,3
Florida,Lactifluus,glaucescens,3
Florida,Lactocollybia,angiospermarum,3
Florida,Laxitextum,bicolor,3
Florida,Leucoagaricus,rubrotinctus,3
Florida,Leucocoprinus,tricolor,3
Florida,Mallocybe,fulvoumbonata,3
Florida,Marasmiellus,distantifolius,3
Florida,Marasmius,ruforotula,3
Florida,Marasmius,sullivantii,3
Florida,Meripilus,sumstinei,3
Florida,Microporellus,obovata,3
Florida,Mycena,epipterygia,3
Florida,Neoantrodia,serialis,3
Florida,Pachykytospora,alabamae,3
Florida,Panus,siparius,3
Florida,Perenniporia,fraxinea,3
Florida,Perenniporia,tenuis,3
Florida,Phanerochaete,plumosum,3
Florida,Phellinopsis,conchatus,3
Florida,Pholiota,polychroa,3
Florida,Polyporus,rhoadsii,3
Florida,Porphyrellus,fumosipes,3
Florida,Pycnoporus,cinnabarinus,3
Florida,Ramaria,flava,3
Florida,Rhizopogon,rubescens,3
Florida,Rhodocybe,roseiavellaneus,3
Florida,Rigidoporus,crocatus,3
Florida,Russula,compacta,3
Florida,Russula,foetens,3
Florida,Russula,mariae,3
Florida,Russula,pectinatoides,3
Florida,Russula,subacris,3
Florida,Russula,subochrophylla,3
Florida,Russula,variata,3
Florida,Scytinostroma,ochroleucum,3
Florida,Sebacina,incrustans,3
Florida,Sistotremastrum,suecicum,3
